filename,label
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/haldea-striatula/80904fcf18.jpg,haldea-striatula
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-contortrix/0e7014ab9c.jpg,agkistrodon-contortrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-triangulum/6d30a33567.jpg,lampropeltis-triangulum
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-radix/f92bc4ac71.jpg,thamnophis-radix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-piscivorus/dd36f9c506.jpg,agkistrodon-piscivorus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/storeria-dekayi/52ed633c0c.jpg,storeria-dekayi
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/haldea-striatula/45d6c4b586.jpg,haldea-striatula
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-piscivorus/adcd57563a.jpg,agkistrodon-piscivorus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pituophis-catenifer/47c5196572.jpg,pituophis-catenifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/storeria-dekayi/29780a8cd0.jpg,storeria-dekayi
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-piscivorus/9fa3cd137c.jpg,agkistrodon-piscivorus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-scutulatus/68ff2f28b3.jpg,crotalus-scutulatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/natrix-natrix/fcfb2d391b.jpg,natrix-natrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-sipedon/98a0c84bca.jpg,nerodia-sipedon
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/storeria-occipitomaculata/4c4d75d8eb.jpg,storeria-occipitomaculata
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-horridus/b13472149a.jpg,crotalus-horridus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/masticophis-flagellum/be3aaa0966.jpg,masticophis-flagellum
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-radix/9f8ea08728.jpg,thamnophis-radix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/natrix-natrix/76f5f404e5.jpg,natrix-natrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-piscivorus/b9dcc10232.jpg,agkistrodon-piscivorus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-proximus/43de4e703f.jpg,thamnophis-proximus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-spiloides/1f11661786.jpg,pantherophis-spiloides
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-contortrix/6a72214e00.jpg,agkistrodon-contortrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pituophis-catenifer/0297dc74c1.jpg,pituophis-catenifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pituophis-catenifer/f88a995902.jpg,pituophis-catenifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-fasciata/1656a3c88e.jpg,nerodia-fasciata
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-sirtalis/ecd0dc8fed.jpg,thamnophis-sirtalis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-rhombifer/f5015812a4.jpg,nerodia-rhombifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/coluber-constrictor/8cb00d3a99.jpg,coluber-constrictor
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-horridus/7dbd21ad00.jpg,crotalus-horridus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/rhinocheilus-lecontei/ac64623c20.jpg,rhinocheilus-lecontei
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/diadophis-punctatus/c976e05a3a.jpg,diadophis-punctatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pituophis-catenifer/1cb280d39b.jpg,pituophis-catenifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-californiae/355fc8c54e.jpg,lampropeltis-californiae
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-sirtalis/ce254a7ada.jpg,thamnophis-sirtalis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-contortrix/f1df7125ac.jpg,agkistrodon-contortrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-viridis/816285f361.jpg,crotalus-viridis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-elegans/e0bfa718af.jpg,thamnophis-elegans
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/heterodon-platirhinos/5eaa4f53c0.jpg,heterodon-platirhinos
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-erythrogaster/939f616959.jpg,nerodia-erythrogaster
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-atrox/d059533cdf.jpg,crotalus-atrox
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-guttatus/b655a05d10.jpg,pantherophis-guttatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/masticophis-flagellum/9065e98e75.jpg,masticophis-flagellum
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-contortrix/4db15822d8.jpg,agkistrodon-contortrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-sipedon/d1264f110b.jpg,nerodia-sipedon
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/natrix-natrix/4f6d007100.jpg,natrix-natrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-californiae/e9c5df4eba.jpg,lampropeltis-californiae
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-rhombifer/e501dc4d05.jpg,nerodia-rhombifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-vulpinus/abbbbcc330.jpg,pantherophis-vulpinus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-contortrix/915248ccd7.jpg,agkistrodon-contortrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-sirtalis/5758acdedf.jpg,thamnophis-sirtalis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pituophis-catenifer/7a8fb9dba5.jpg,pituophis-catenifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-alleghaniensis/fba3d8216f.jpg,pantherophis-alleghaniensis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-obsoletus/a039a41099.jpg,pantherophis-obsoletus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-ruber/7b1b6178c0.jpg,crotalus-ruber
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-guttatus/96c9c99ffc.jpg,pantherophis-guttatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/storeria-dekayi/92352b2cd0.jpg,storeria-dekayi
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-ruber/8c76209b5b.jpg,crotalus-ruber
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/diadophis-punctatus/c85dd622ef.jpg,diadophis-punctatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-contortrix/15542cf7b8.jpg,agkistrodon-contortrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-ruber/c5bfe38b32.jpg,crotalus-ruber
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-fasciata/82a5762039.jpg,nerodia-fasciata
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-spiloides/6fbffa4931.jpg,pantherophis-spiloides
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/coluber-constrictor/7e46207573.jpg,coluber-constrictor
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-erythrogaster/5016eccdc6.jpg,nerodia-erythrogaster
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-sirtalis/4a8e3a9616.jpg,thamnophis-sirtalis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/natrix-natrix/49bb426dc2.jpg,natrix-natrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-scutulatus/db9b8f774a.jpg,crotalus-scutulatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-guttatus/5555841afa.jpg,pantherophis-guttatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-rhombifer/73561a4abc.jpg,nerodia-rhombifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-radix/c8733c4989.jpg,thamnophis-radix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/storeria-occipitomaculata/e4c663a6ca.jpg,storeria-occipitomaculata
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/haldea-striatula/8fac54186e.jpg,haldea-striatula
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-atrox/988eb5e9a8.jpg,crotalus-atrox
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/rhinocheilus-lecontei/62e740b86c.jpg,rhinocheilus-lecontei
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-radix/72ba5281f6.jpg,thamnophis-radix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-sipedon/027554e7d3.jpg,nerodia-sipedon
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-guttatus/2960041558.jpg,pantherophis-guttatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-atrox/9f99ef1831.jpg,crotalus-atrox
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/opheodrys-aestivus/2fa6157642.jpg,opheodrys-aestivus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/diadophis-punctatus/004a777640.jpg,diadophis-punctatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-alleghaniensis/395121424e.jpg,pantherophis-alleghaniensis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-obsoletus/2599772a5f.jpg,pantherophis-obsoletus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/storeria-dekayi/57d8aac577.jpg,storeria-dekayi
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-piscivorus/9fdfe1f471.jpg,agkistrodon-piscivorus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-elegans/891e661a85.jpg,thamnophis-elegans
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-marcianus/aeba6553eb.jpg,thamnophis-marcianus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/coluber-constrictor/c35a567aaf.jpg,coluber-constrictor
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-rhombifer/e428f39b53.jpg,nerodia-rhombifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/heterodon-platirhinos/d3dc659090.jpg,heterodon-platirhinos
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/opheodrys-aestivus/fd095e73a5.jpg,opheodrys-aestivus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-horridus/17e59bac53.jpg,crotalus-horridus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/diadophis-punctatus/eaab834176.jpg,diadophis-punctatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-rhombifer/9fb9908b9a.jpg,nerodia-rhombifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-piscivorus/b51d7fafd6.jpg,agkistrodon-piscivorus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/diadophis-punctatus/d583c44261.jpg,diadophis-punctatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-scutulatus/1126a3817b.jpg,crotalus-scutulatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/opheodrys-aestivus/ee7b7d43ec.jpg,opheodrys-aestivus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-vulpinus/155bef19f4.jpg,pantherophis-vulpinus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-fasciata/3330701955.jpg,nerodia-fasciata
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-viridis/03008e5ecf.jpg,crotalus-viridis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-fasciata/9b7bc351ec.jpg,nerodia-fasciata
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/haldea-striatula/f49f39e676.jpg,haldea-striatula
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/diadophis-punctatus/7df33b111c.jpg,diadophis-punctatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/opheodrys-aestivus/3c86c6045e.jpg,opheodrys-aestivus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/heterodon-platirhinos/86c8bbcf01.jpg,heterodon-platirhinos
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-contortrix/ff436ffa93.jpg,agkistrodon-contortrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/storeria-occipitomaculata/8782e6fa3d.jpg,storeria-occipitomaculata
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/opheodrys-aestivus/cb72cc2478.jpg,opheodrys-aestivus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-spiloides/78be091642.jpg,pantherophis-spiloides
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-triangulum/95cbf37f2a.jpg,lampropeltis-triangulum
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-spiloides/4db0fe407a.jpg,pantherophis-spiloides
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/storeria-dekayi/09e4121c65.jpg,storeria-dekayi
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-marcianus/e03d655c18.jpg,thamnophis-marcianus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-contortrix/d123fd55d5.jpg,agkistrodon-contortrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-rhombifer/062690a2af.jpg,nerodia-rhombifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-proximus/606719ac63.jpg,thamnophis-proximus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pituophis-catenifer/25858bfea2.jpg,pituophis-catenifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-piscivorus/ecb3296c40.jpg,agkistrodon-piscivorus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/opheodrys-aestivus/42911175ec.jpg,opheodrys-aestivus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-marcianus/bb14342263.jpg,thamnophis-marcianus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-elegans/8d40e7bb68.jpg,thamnophis-elegans
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/heterodon-platirhinos/b1cc5fad67.jpg,heterodon-platirhinos
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-alleghaniensis/2e870f8fbf.jpg,pantherophis-alleghaniensis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-triangulum/fe17e6bef3.jpg,lampropeltis-triangulum
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/opheodrys-aestivus/d969ffa09d.jpg,opheodrys-aestivus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-piscivorus/3fee560f13.jpg,agkistrodon-piscivorus
